 
--------------------------------------------------------------------------------
 30-Zn- 64   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 30064.38u  MAT=3025  ZA= 30064
 AWR=  63.379960  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 113 NTRAN=   1 NPROD= 112 NE=      88 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.000000   3   5
   2 50000001    0.000000   11.500000   6   5      1   0
   3 50001001    0.000000    8.500000   6   5   1001   0
   4 50001002    0.000000   17.000000   6   5   1002   0
   5 50001003    0.000000   20.000000   6   5   1003   0
   6 50002003    0.000000   19.500000   6   5   2003   0
   7 50002004    0.000000    7.000000   6   5   2004   0
   8 50020038    0.000000  160.000000   6   5  20038   0
   9 50020039    0.000000  140.000000   6   5  20039   0
  10 50020040    0.000000  130.000000   6   5  20040   0
  11 50020041    0.000000  130.000000   6   5  20041   0
  12 50020042    0.000000  130.000000   6   5  20042   0
  13 50020043    0.000000  130.000000   6   5  20043   0
  14 50020044    0.000000  130.000000   6   5  20044   0
  15 50020045    0.000000  140.000000   6   5  20045   0
  16 50020046    0.000000  140.000000   6   5  20046   0
  17 50021040    0.000000  160.000000   6   5  21040   0
  18 50021041    0.000000  140.000000   6   5  21041   0
  19 50021042    0.000000  130.000000   6   5  21042   0
  20 52021042    0.000000  130.000000   6   5  21042   2
  21 50021043    0.000000  120.000000   6   5  21043   0
  22 50021044    0.000000  120.000000   6   5  21044   0
  23 54021044    0.000000  120.000000   6   5  21044   4
  24 50021045    0.000000  120.000000   6   5  21045   0
  25 50021046    0.000000  130.000000   6   5  21046   0
  26 52021046    0.000000  130.000000   6   5  21046   2
  27 50021047    0.000000  130.000000   6   5  21047   0
  28 50021048    0.000000  130.000000   6   5  21048   0
  29 50022042    0.000000  160.000000   6   5  22042   0
  30 50022043    0.000000  140.000000   6   5  22043   0
  31 50022044    0.000000  120.000000   6   5  22044   0
  32 50022045    0.000000  120.000000   6   5  22045   0
  33 50022046    0.000000  110.000000   6   5  22046   0
  34 50022047    0.000000  110.000000   6   5  22047   0
  35 50022048    0.000000  110.000000   6   5  22048   0
  36 64022048    0.000000  110.000000   6   5  22048  14
  37 50022049    0.000000  120.000000   6   5  22049   0
  38 50022050    0.000000  140.000000   6   5  22050   0
  39 50023044    0.000000  140.000000   6   5  23044   0
  40 50023045    0.000000  130.000000   6   5  23045   0
