 
--------------------------------------------------------------------------------
 56-Ba-138   T= 0.00 K from IAEA/PD-2019       (ACEMAKER)
 ZAID= 56138.38u  MAT=5649  ZA= 56138
 AWR= 136.720600  STA=  0  ELIS=   0.000 MeV  LIS=  0  LISO=  0
--------------------------------------------------------------------------------
 NTOTR= 142 NTRAN=   1 NPROD= 141 NE=      87 EMAX= 200.000 MeV
   i   FMn/MT     Q [MeV]     T [MeV] LMF  MT    ZAP LFS
   1        5    0.000000    1.500000   3   5
   2 50000001    0.000000    8.500000   6   5      1   0
   3 50001001    0.000000   11.000000   6   5   1001   0
   4 50001002    0.000000   17.000000   6   5   1002   0
   5 50001003    0.000000   18.500000   6   5   1003   0
   6 50002003    0.000000   23.000000   6   5   2003   0
   7 50002004    0.000000    8.500000   6   5   2004   0
   8 50048110    0.000000  130.000000   6   5  48110   0
   9 50049111    0.000000  120.000000   6   5  49111   0
  10 51049111    0.000000  120.000000   6   5  49111   1
  11 50049112    0.000000  120.000000   6   5  49112   0
  12 51049112    0.000000  120.000000   6   5  49112   1
  13 50050112    0.000000  120.000000   6   5  50112   0
  14 50050113    0.000000  120.000000   6   5  50113   0
  15 51050113    0.000000  120.000000   6   5  50113   1
  16 50050114    0.000000  120.000000   6   5  50114   0
  17 50050115    0.000000  120.000000   6   5  50115   0
  18 50051113    0.000000  130.000000   6   5  51113   0
  19 50051114    0.000000  120.000000   6   5  51114   0
  20 50051115    0.000000  120.000000   6   5  51115   0
  21 50051116    0.000000  110.000000   6   5  51116   0
  22 53051116    0.000000  110.000000   6   5  51116   3
  23 50051117    0.000000  110.000000   6   5  51117   0
  24 50051118    0.000000  110.000000   6   5  51118   0
  25 57051118    0.000000  110.000000   6   5  51118   7
  26 50052114    0.000000  140.000000   6   5  52114   0
  27 50052115    0.000000  130.000000   6   5  52115   0
  28 51052115    0.000000  130.000000   6   5  52115   1
  29 50052116    0.000000  120.000000   6   5  52116   0
  30 50052117    0.000000  110.000000   6   5  52117   0
  31 50052118    0.000000  100.000000   6   5  52118   0
  32 50052119    0.000000  100.000000   6   5  52119   0
  33 52052119    0.000000  100.000000   6   5  52119   2
  34 50052120    0.000000  100.000000   6   5  52120   0
  35 50052121    0.000000  100.000000   6   5  52121   0
  36 52052121    0.000000  100.000000   6   5  52121   2
  37 50052122    0.000000   95.000000   6   5  52122   0
  38 50052123    0.000000   95.000000   6   5  52123   0
  39 52052123    0.000000   95.000000   6   5  52123   2
  40 50052124    0.000000   95.000000   6   5  52124   0
  41 50052125    0.000000   90.000000   6   5  52125   0
  42 52052125    0.000000   90.000000   6   5  52125   2
  43 50052126    0.000000   90.000000   6   5  52126   0
  44 50053115    0.000000  160.000000   6   5  53115   0
